label_1,type_1,subtyp_1,spec_1,dim1,dim2,cblcpty1,conntr1,status,cmpownr,label_2,type_2,subtyp_2,spec_2,dim1_2,dim2_2,cblcpty2,conntr2,featno1,label_3,type_3,subtyp3,spec_3,dim1_3,dim2_3,cblcpty3,conntr3,featno2,label_4,type_4,subtyp4,spec_4,dim1_4,dim2_4,cblcpty4,conntr4,featno3,label_5,type_5,subtyp5,spec_5,dim1_5,dim2_5,cblcpty5,conntr5,featno4,label_6,type_6,subtyp6,spec_6,dim1_6,dim2_6,cblcpty6,conntr6,featno5,label_7,type_7,subtyp7,spec_7,dim1_7,dim2_7,cblcpty7,conntr7,featno6,label_8,type_8,subtyp_8,spec_8,dim1_8,dim2_8,cblcpty8,conntr8,featno7,strtfeat,endfeat,lat,lon,sg21,sg26,address,pon_no,zone_no,subplace,mainplce,mun,stackref,datecrtd,crtdby,date_edt,editby,comments,alpha,num1,num2,num3
MAM.P.C322,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C324,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C324,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C324,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C324,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C324,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C324,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C324,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.430485740962492","-25.701224839242997",,Null,,"96","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"3","2","4"
MAM.P.C323,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C325,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C325,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C325,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C325,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C325,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C325,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C325,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.430783133397114","-25.700990804327056",,Null,,"96","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C325
ODCFD08L Joint
MAM.DIS.DM.P.C325
MAM.STS.16.DIS.DM.P.C325-C6P16.L2
24F Mini-ADSS
MAM.DF.24F.P.C079-P.C339",C,"3","2","5"
MAM.P.C324,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C326,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C326,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C326,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C326,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C326,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C326,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C326,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.43102739805803","-25.700798405969962",,Null,,"96","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"3","2","6"
MAM.P.C325,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C327,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C327,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C327,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C327,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C327,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C327,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C327,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.43131353161519","-25.70105728871215",,Null,,"96","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"3","2","7"
MAM.P.C326,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C328,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C328,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C328,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C328,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C328,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C328,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C328,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.430933940451528","-25.70127261548933",,Null,,"96","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C328
ODCFD08L Joint
MAM.DIS.DM.P.C328
MAM.STS.16.DIS.DM.P.C328-C6P16.L3
24F Mini-ADSS
MAM.DF.24F.P.C079-P.C339",C,"3","2","8"
MAM.P.C327,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C329,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C329,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C329,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C329,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C329,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C329,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C329,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.43056555582149","-25.70153198834109",,Null,,"96","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"3","2","9"
MAM.P.C328,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C330,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C330,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C330,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C330,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C330,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C330,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C330,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.43033680544821","-25.70169304727738",,Null,,"96","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C330
ODCFD08L Joint
MAM.DIS.DM.P.C330
MAM.STS.16.DIS.DM.P.C330-C6P16.L4
24F Mini-ADSS
MAM.DF.24F.P.C079-P.C339",C,"3","3","0"
MAM.P.C329,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C332,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C332,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C332,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C332,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C332,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C332,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C332,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.430243937127727","-25.702140508607094",,Null,,"96","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"3","3","2"
MAM.P.C330,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C333,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C333,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C333,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C333,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C333,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C333,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C333,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.43051046205632","-25.701921542814365",,Null,,"96","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C333
ODCFD08L Joint
MAM.DIS.DM.P.C333
MAM.STS.16.DIS.DM.P.C333-C6P16.L5
24F Mini-ADSS
MAM.DF.24F.P.C079-P.C339",C,"3","3","3"
MAM.P.C331,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C334,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C334,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C334,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C334,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C334,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C334,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C334,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.43085797862435","-25.70167441887736",,Null,,"96","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"3","3","4"
MAM.P.C332,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C335,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C335,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C335,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C335,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C335,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C335,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C335,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.431141109738387","-25.701473691561876",,Null,,"96","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C335
ODCFD08L Joint
MAM.DIS.DM.P.C335
MAM.STS.16.DIS.DM.P.C335-C6P16.L6
24F Mini-ADSS
MAM.DF.24F.P.C079-P.C339",C,"3","3","5"
MAM.P.C333,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C336,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C336,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C336,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C336,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C336,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C336,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C336,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.43148044285686","-25.701231012657566",,Null,,"96","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"3","3","6"
MAM.P.C334,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C337,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C337,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C337,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C337,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C337,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C337,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C337,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.431678011265372","-25.70146945728853",,Null,,"96","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"3","3","7"
MAM.P.C335,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C338,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C338,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C338,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C338,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C338,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C338,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C338,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.431281253667745","-25.701766165849214",,Null,,"96","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C338
ODCFD08L Joint
MAM.DIS.DM.P.C338
MAM.STS.16.DIS.DM.P.C338-C6P16.L7
24F Mini-ADSS
MAM.DF.24F.P.C079-P.C339",C,"3","3","8"
MAM.P.C336,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C339,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"1",MAM.P.C339,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C339,Hook,Offset Bracket,1Way,(R19*W12.50mm)*1,Null,Null,Null,"1",MAM.P.C339,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C339,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C339,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C339,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.430718732769364","-25.702128688564187",,Null,,"96","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C339
ODCFD08L Joint
MAM.DIS.DM.P.C339
MAM.STS.16.DIS.DM.P.C339-C6P16.L8
24F Mini-ADSS
MAM.DF.24F.P.C079-P.C339",C,"3","3","9"
MAM.P.C337,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C340,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C340,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C340,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C340,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C340,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C340,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C340,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.430711552526255","-25.702453760273478",,Null,,"97","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"3","4","0"
MAM.P.C338,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C341,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C341,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C341,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C341,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C341,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C341,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C341,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.430803317169552","-25.702399479312554",,Null,,"97","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C341
ODCFD08L Joint
MAM.DIS.DM.P.C341
MAM.STS.16.DIS.DM.P.C341-C7P1.L1
24F Mini-ADSS
MAM.DF.24F.P.C081-P.C356",C,"3","4","1"
MAM.P.C339,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C342,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C342,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C342,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C342,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C342,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C342,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C342,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.431128570764393","-25.702185500794762",,Null,,"97","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C342
ODCFD08L Joint
MAM.DIS.DM.P.C342
MAM.STS.16.DIS.DM.P.C342-C7P1.L2
24F Mini-ADSS
MAM.DF.24F.P.C081-P.C356",C,"3","4","2"
MAM.P.C340,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C343,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C343,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C343,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C343,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C343,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C343,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C343,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.4314488312018","-25.7019863060341",,Null,,"97","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"3","4","3"
MAM.P.C341,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C344,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C344,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C344,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C344,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C344,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C344,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C344,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.431769091639204","-25.70178711127344",,Null,,"97","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C344
ODCFD08L Joint
MAM.DIS.DM.P.C344
MAM.STS.16.DIS.DM.P.C344-C7P1.L3
24F Mini-ADSS
MAM.DF.24F.P.C081-P.C356",C,"3","4","4"
MAM.P.C342,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C345,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C345,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C345,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C345,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C345,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C345,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C345,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.43199480198937","-25.70199062912478",,Null,,"97","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"3","4","5"
MAM.P.C343,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C346,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C346,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C346,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C346,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C346,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C346,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C346,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.431665126169882","-25.70217745781578",,Null,,"97","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C346
ODCFD08L Joint
MAM.DIS.DM.P.C346
MAM.STS.16.DIS.DM.P.C346-C7P1.L4
24F Mini-ADSS
MAM.DF.24F.P.C081-P.C356",C,"3","4","6"
MAM.P.C344,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C347,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C347,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C347,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C347,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C347,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C347,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C347,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.431309353309345","-25.702411089095452",,Null,,"97","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"3","4","7"
MAM.P.C345,Pole,Creosote,H4SANS754,7m,120-140mm,Null,Null,Permission not granted,PlanNet,MAM.P.C348,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C348,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C348,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C348,Slack Bracket,Bracket,,,,Null,Null,"1",MAM.P.C348,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,"4",MAM.P.C348,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,"4",MAM.P.C348,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.43109274484973","-25.702553332974123",,Null,,"97","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,"MAM.P.C348
ODCFD08L Joint
MAM.DIS.DM.P.C348
MAM.STS.16.DIS.DM.P.C348-C7P1.L5
24F Mini-ADSS
MAM.DF.24F.P.C081-P.C356",C,"3","4","8"
MAM.P.C346,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C349,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C349,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C349,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C349,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C349,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C349,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C349,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.43092120903096","-25.702655927234513",,Null,,"97","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"3","4","9"
MAM.P.C347,Pole,Creosote,H4SANS754,7m,140-160mm,Null,Null,Permission not granted,PlanNet,MAM.P.C350,Dead-End,Mini-ADSS,Galvanised Steel Wire/Steel Thimble,4.50-6.19mm,Null,Null,Null,"2",MAM.P.C350,Tangent,,Galvanised Steel Wire/Nylon Sheave,,,Null,Null,,MAM.P.C350,Hook,Offset Bracket,2Way,"(R19*W12,50mm)*2",Null,Null,Null,"1",MAM.P.C350,Slack Bracket,Bracket,,,,Null,Null,,MAM.P.C350,Attachment,Strapping,Grade304 BandIt,19*0.5mm,Null,Null,Null,,MAM.P.C350,Attachment,Buckle,Grade304 BandIt,19mm,Null,Null,Null,,MAM.P.C350,Tension Control,Stay Set,7/2mm/M12 Set,7/2mm,,Null,Null,,,Null,"28.431035183944438","-25.702763010743208",,Null,,"97","8","799046029",City of Tshwane,City of Tshwane,MAM,,,,,,C,"3","5","0"
